"orderid","orderdate","month_order","year_order","customerid","shipperid","sales","costs","profit","quantity","discount","freight","product","category","supplier","supplier_country","employeename","hiredate","office","reports_to","title","year_salary","profit2"
10298,2009-12-02,12,2009,37,2,701.60,606.18,95.42,40,0.00,78.52,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Elvis Presley,1993-09-14,1,"",President,80000,16.90
10298,2009-12-02,12,2009,37,2,367.00,253.67,113.33,40,73.40,78.52,Mehmet-Tröja,Babywear,ABC,Sweden,Elvis Presley,1993-09-14,1,"",President,80000,34.81
10298,2009-12-02,12,2009,37,2,343.13,237.17,105.96,30,68.63,78.52,Rasta WCT,Sportwear,FrisersAfrong,France,Elvis Presley,1993-09-14,1,"",President,80000,27.44
10298,2009-12-02,12,2009,37,2,420.00,362.88,57.12,15,0.00,78.52,Sheat Shoes,Sportwear,Fast Runners,Canada,Elvis Presley,1993-09-14,1,"",President,80000,-21.40
10299,2011-12-02,12,2011,67,2,137.55,118.84,18.71,15,0.00,73.71,Squash Shorts,Sportwear,Hot Pants,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-55.00
10299,2011-12-02,12,2011,67,2,581.60,502.50,79.10,20,0.00,73.71,US-Master Jeans,Men´s Clothes,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,5.39
10300,2009-12-06,12,2009,49,1,596.70,515.76,80.94,30,0.00,71.44,Langoste Shirt,Womens wear,Big L,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,9.50
10300,2009-12-06,12,2009,49,1,225.40,194.75,30.65,20,0.00,71.44,Cap,Sportwear,Hot Pants,UK,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-40.79
10301,2011-12-05,12,2011,37,2,183.30,158.37,24.93,10,0.00,21.92,Duck Trousers,Babywear,Mayflower,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,3.01
10301,2011-12-05,12,2011,37,2,783.40,676.86,106.54,20,0.00,21.92,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,84.62
10302,2010-07-07,7,2010,32,3,1026.00,886.46,139.54,40,0.00,48.81,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,90.73
10302,2010-07-07,7,2010,32,3,1198.68,1035.66,163.02,28,0.00,48.81,RDL Suit,Children´s wear,Austerlich,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,114.21
10302,2010-07-07,7,2010,32,3,129.84,112.18,17.66,12,0.00,48.81,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-31.15
10303,2012-07-08,7,2012,30,1,775.28,608.95,166.33,40,70.48,63.01,Duck Trousers,Babywear,Mayflower,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,103.32
10303,2012-07-08,7,2012,30,1,355.74,279.42,76.32,30,32.34,63.01,Stretch oui-pants,Womens wear,Big L,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,13.31
10303,2012-07-08,7,2012,30,1,210.71,165.50,45.21,15,19.16,63.01,Cap,Sportwear,Hot Pants,UK,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-17.80
10304,2011-07-08,7,2011,80,3,593.70,512.96,80.74,30,0.00,69.84,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,10.90
10304,2011-07-08,7,2011,80,3,79.10,68.34,10.76,10,0.00,69.84,Rasta WCT,Sportwear,FrisersAfrong,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-59.08
10304,2011-07-08,7,2011,80,3,59.52,51.43,8.09,2,0.00,69.84,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-61.75
10305,2012-12-10,12,2012,80,3,757.90,595.30,162.60,25,68.90,66.61,Deuce shirt,Babywear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,95.99
10305,2012-12-10,12,2012,80,3,3133.35,2461.10,672.25,25,284.85,66.61,Davenport,Men´s Footwear,Austerlich,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,605.64
10305,2012-12-10,12,2012,80,3,1889.25,1483.92,405.33,30,171.75,66.61,Terence Top,Womens wear,Like Paradis,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,338.72
10306,2013-03-13,3,2013,69,1,280.20,242.09,38.11,10,0.00,67.37,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-29.26
10306,2013-03-13,3,2013,69,1,611.10,527.99,83.11,10,0.00,67.37,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,15.74
10306,2013-03-13,3,2013,69,1,189.40,163.64,25.76,5,0.00,67.37,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-41.61
10307,2010-12-14,12,2010,48,3,272.70,235.61,37.09,10,0.00,60.66,Sheat Shoes,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-23.57
10307,2010-12-14,12,2010,48,3,38.46,33.23,5.23,3,0.00,60.66,Cap,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-55.43
10308,2011-12-14,12,2011,2,2,2.12,1.83,0.29,1,0.00,52.09,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Elvis Presley,1993-09-14,1,"",President,80000,-51.80
10308,2011-12-14,12,2011,2,2,147.75,127.66,20.09,5,0.00,52.09,US-Master Jeans,Men´s Clothes,New Balls,Australia,Elvis Presley,1993-09-14,1,"",President,80000,-32.00
10309,2011-06-15,6,2011,37,2,432.80,373.94,58.86,20,0.00,71.58,Oyaki Kimono,Womens wear,Big L,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-12.72
10309,2011-06-15,6,2011,37,2,110.70,95.64,15.06,30,0.00,71.58,Shagall Socks,Womens wear,Dressed for Succes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-56.52
10309,2011-06-15,6,2011,37,2,27.24,23.54,3.70,2,0.00,71.58,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-67.88
10309,2011-06-15,6,2011,37,2,237.40,205.11,32.29,20,0.00,71.58,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-39.29
10309,2011-06-15,6,2011,37,2,89.28,77.14,12.14,3,0.00,71.58,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-59.44
10310,2010-07-17,7,2010,32,3,85.30,73.70,11.60,10,0.00,37.33,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-25.73
10310,2010-07-17,7,2010,32,3,160.95,139.06,21.89,5,0.00,37.33,Sheat Shoes,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-15.44
10311,2012-12-17,12,2012,18,1,89.58,77.40,12.18,6,0.00,22.76,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-10.58
10311,2012-12-17,12,2012,18,1,13.86,11.98,1.89,7,0.00,22.76,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-20.88
10312,2011-07-19,7,2011,37,2,196.68,179.47,17.21,4,0.00,76.68,RDL Suit,Children´s wear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-59.47
10312,2011-07-19,7,2011,37,2,314.64,271.85,42.79,24,0.00,76.68,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-33.89
10312,2011-07-19,7,2011,37,2,1264.60,1092.61,171.99,20,0.00,76.68,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,95.31
10312,2011-07-19,7,2011,37,2,76.30,65.92,10.38,10,0.00,76.68,Bow tie,Men´s Clothes,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-66.30
10313,2011-12-20,12,2011,63,2,101.64,87.82,13.82,12,0.00,66.69,Mehmet-Tröja,Babywear,ABC,Sweden,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-52.87
10314,2011-07-21,7,2011,73,2,874.72,687.05,187.67,40,79.52,49.41,Rossi Bikkini,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,138.26
10314,2011-07-21,7,2011,73,2,1451.01,1139.70,311.31,30,131.91,49.41,Ga-Ga Dress,Babywear,Gal Export,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,261.90
10314,2011-07-21,7,2011,73,2,864.33,678.89,185.44,25,78.58,49.41,Sheat Shoes,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,136.03
10315,2011-08-22,8,2011,38,2,117.32,101.36,15.96,14,0.00,28.88,Baywatch Bikkini,Bath Clothes,Smooth Clothes,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-12.92
10315,2011-08-22,8,2011,38,2,873.90,755.05,118.85,30,0.00,28.88,US-Master Jeans,Men´s Clothes,New Balls,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,89.97
10316,2010-12-24,12,2010,23,1,89.60,77.41,12.19,10,0.00,38.95,Duck Shirt,Babywear,Mayflower,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-26.76
10316,2010-12-24,12,2010,23,1,2053.10,1773.88,279.22,70,0.00,38.95,Sheat Shoes,Sportwear,Fast Runners,Canada,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,240.27
10317,2010-07-27,7,2010,48,3,362.40,313.11,49.29,20,0.00,24.58,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,24.71
10318,2012-12-28,12,2012,73,2,191.20,165.20,26.00,20,0.00,58.04,Duck Shirt,Babywear,Mayflower,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-32.04
10318,2012-12-28,12,2012,73,2,2214.96,1913.73,301.23,6,0.00,58.04,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,243.19
10319,2011-04-29,4,2011,80,3,209.84,181.30,28.54,8,0.00,54.41,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-25.87
10319,2011-04-29,4,2011,80,3,682.78,589.92,92.86,14,0.00,54.41,RDL Suit,Children´s wear,Austerlich,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,38.45
10319,2011-04-29,4,2011,80,3,12119.10,10470.90,1648.20,30,0.00,54.41,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,1593.79
10320,2011-12-29,12,2011,87,2,942.60,814.41,128.19,30,0.00,44.05,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,84.14
10321,2012-07-30,7,2012,38,2,54.30,46.92,7.38,10,0.00,39.56,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-32.18
10322,2013-01-01,1,2013,58,2,1560.40,1348.19,212.21,20,0.00,24.83,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,187.38
10323,2010-03-04,3,2010,39,2,30.60,26.44,4.16,5,0.00,73.01,Sumi Underwear,Womens wear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-68.85
10323,2010-03-04,3,2010,39,2,57.36,49.56,7.80,4,0.00,73.01,Basket Vest,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-65.21
10323,2010-03-04,3,2010,39,2,244.84,211.54,33.30,4,0.00,73.01,Terence Top,Womens wear,Like Paradis,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-39.71
10324,2011-08-04,8,2011,19,2,211.80,159.12,52.67,21,27.63,42.61,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Elvis Presley,1993-09-14,1,"",President,80000,10.07
10324,2011-08-04,8,2011,19,2,452.41,339.90,112.51,70,59.01,42.61,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Elvis Presley,1993-09-14,1,"",President,80000,69.90
10324,2011-08-04,8,2011,19,2,364.50,314.93,49.57,30,0.00,42.61,Rodbye Troje,Babywear,Prael Ltd,Denmark,Elvis Presley,1993-09-14,1,"",President,80000,6.96
10324,2011-08-04,8,2011,19,2,382.26,287.19,95.07,40,49.86,42.61,Rasta WCT,Sportwear,FrisersAfrong,France,Elvis Presley,1993-09-14,1,"",President,80000,52.46
10324,2011-08-04,8,2011,19,2,1894.28,1423.18,471.10,80,247.08,42.61,Serve-Shirt,Womens wear,New Balls,Australia,Elvis Presley,1993-09-14,1,"",President,80000,428.49
10325,2010-08-06,8,2010,39,2,22.26,19.23,3.03,6,0.00,43.29,Shagall Socks,Womens wear,Dressed for Succes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-40.26
10325,2010-08-06,8,2010,39,2,277.08,239.40,37.68,12,0.00,43.29,Aino Shoes,Babywear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-5.61
10325,2010-08-06,8,2010,39,2,190.26,164.38,25.88,9,0.00,43.29,Kool Sunglasses,Children´s wear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-17.41
10325,2010-08-06,8,2010,39,2,31.20,26.96,4.24,4,0.00,43.29,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-39.05
10325,2010-08-06,8,2010,39,2,438.40,378.78,59.62,40,0.00,43.29,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,16.33
10326,2012-01-06,1,2012,8,1,476.16,411.40,64.76,24,0.00,65.69,Oyaki Kimono,Womens wear,Big L,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-0.93
10326,2012-01-06,1,2012,8,1,287.04,248.00,39.04,16,0.00,65.69,Burned Rubber Shoes,Ladies´Footwear,Pirilli Company,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-26.65
10326,2012-01-06,1,2012,8,1,406.00,350.78,55.22,50,0.00,65.69,Bow tie,Men´s Clothes,Austerlich,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-10.47
10327,2010-03-08,3,2010,19,2,576.60,415.15,161.45,25,96.10,65.53,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,95.92
10327,2010-03-08,3,2010,19,2,1746.00,1257.12,488.88,50,291.00,65.53,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,423.35
10327,2010-03-08,3,2010,19,2,1008.84,726.36,282.48,35,168.14,65.53,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,216.95
10327,2010-03-08,3,2010,19,2,1582.92,1139.70,443.22,30,263.82,65.53,Ga-Ga Dress,Babywear,Gal Export,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,377.69
10328,2011-09-10,9,2011,28,1,75.51,65.24,10.27,9,0.00,20.61,Rasta WCT,Sportwear,FrisersAfrong,France,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-10.34
10328,2011-09-10,9,2011,28,1,414.40,358.04,56.36,40,0.00,20.61,Stretch oui-pants,Womens wear,Big L,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,35.75
10328,2011-09-10,9,2011,28,1,121.30,104.80,16.50,10,0.00,20.61,Cap,Sportwear,Hot Pants,UK,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-4.11
10329,2010-03-12,3,2010,75,3,89.25,80.38,8.87,10,4.25,75.98,Squash Shorts,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-67.11
10329,2010-03-12,3,2010,75,3,206.72,170.10,36.62,8,9.84,75.98,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-39.36
10329,2010-03-12,3,2010,75,3,1624.56,1336.78,287.78,20,77.36,75.98,Le Baby Dress,Womens wear,Like Paradis,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,211.80
10329,2010-03-12,3,2010,75,3,505.64,416.07,89.57,12,24.08,75.98,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,13.59
10330,2012-03-12,3,2012,46,2,1882.55,1414.37,468.18,50,245.55,30.44,Bike Helmet,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,437.74
10330,2012-03-12,3,2012,46,2,311.65,246.62,65.03,25,40.65,30.44,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,34.59
10331,2012-01-12,1,2012,9,1,569.55,492.09,77.46,15,0.00,70.49,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,6.97
10332,2013-01-14,1,2013,51,3,1191.36,857.78,333.58,40,198.56,22.50,Deuce shirt,Babywear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,311.08
10332,2013-01-14,1,2013,51,3,181.56,130.72,50.84,10,30.26,22.50,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,28.34
10332,2013-01-14,1,2013,51,3,471.74,339.66,132.09,16,78.62,22.50,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,109.58
10333,2012-07-15,7,2012,87,2,248.70,214.88,33.82,10,0.00,56.23,Kool Sunglasses,Children´s wear,SatSUMAs,Japan,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-22.41
10333,2012-07-15,7,2012,87,2,115.50,99.10,16.40,10,10.50,56.23,Basket Shoes,Sportwear,Hot Pants,UK,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-39.83
10333,2012-07-15,7,2012,87,2,1364.44,1071.71,292.73,40,124.04,56.23,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,236.50
10334,2011-10-17,10,2011,84,1,582.08,502.92,79.16,8,0.00,41.01,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,38.15
10334,2011-10-17,10,2011,84,1,127.40,116.79,10.61,10,0.00,41.01,Cap,Sportwear,Hot Pants,UK,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-30.40
10335,2011-07-18,7,2011,37,2,163.88,118.00,45.89,7,27.31,46.91,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-1.03
10335,2011-07-18,7,2011,37,2,254.40,183.17,71.23,25,42.40,46.91,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,24.32
10335,2011-07-18,7,2011,37,2,134.21,96.63,37.58,6,22.37,46.91,Rossi Bikkini,Bath Clothes,Ravenna Fashion,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-9.33
10335,2011-07-18,7,2011,37,2,6007.10,4325.11,1681.99,48,1001.18,46.91,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,1635.08
10336,2012-01-19,1,2012,60,1,459.95,361.27,98.68,18,41.81,30.45,Oyaki Kimono,Womens wear,Big L,USA,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,68.23
10337,2009-07-21,7,2009,25,2,360.00,311.04,48.96,40,0.00,76.43,DSW,Ladies´Footwear,Goa Kläder,Sweden,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-27.47
10337,2009-07-21,7,2009,25,2,805.20,725.27,79.93,24,0.00,76.43,Bike Helmet,Sportwear,Der Bahnhof,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,3.50
10337,2009-07-21,7,2009,25,2,159.80,138.07,21.73,20,0.00,76.43,Mehmet-Tröja,Babywear,ABC,Sweden,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-54.70
10337,2009-07-21,7,2009,25,2,109.20,94.35,14.85,28,0.00,76.43,Mehmet-Skor,Babywear,ABC,Sweden,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-61.58
10337,2009-07-21,7,2009,25,2,300.75,259.85,40.90,25,0.00,76.43,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-35.53
10338,2010-01-22,1,2010,1,2,524.80,453.43,71.37,20,0.00,52.33,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,19.04
10338,2010-01-22,1,2010,1,2,381.00,329.18,51.82,15,0.00,52.33,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-0.51
10339,2010-01-25,1,2010,51,3,213.20,184.20,29.00,10,0.00,58.76,Oyaki Kimono,Womens wear,Big L,USA,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-29.76
10339,2010-01-25,1,2010,51,3,1797.81,1479.34,318.47,70,85.61,58.76,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,259.71
10339,2010-01-25,1,2010,51,3,857.08,740.52,116.56,28,0.00,58.76,Sheat Shoes,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,57.80
10340,2011-08-25,8,2011,32,3,510.30,419.90,90.40,20,24.30,63.37,Deuce shirt,Babywear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,27.03
10340,2011-08-25,8,2011,32,3,115.04,94.66,20.38,12,5.48,63.37,Duck Shirt,Babywear,Mayflower,USA,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-42.99
10340,2011-08-25,8,2011,32,3,501.06,412.30,88.76,40,23.86,63.37,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,25.39
10341,2013-01-26,1,2013,73,2,211.60,182.82,28.78,8,0.00,30.83,Car Boots,Sportwear,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-2.05
10341,2013-01-26,1,2013,73,2,85.59,64.31,21.29,9,11.16,30.83,Rasta WCT,Sportwear,FrisersAfrong,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-9.55
10342,2013-01-27,1,2013,25,2,566.21,407.67,158.54,24,94.37,77.29,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,81.25
10342,2013-01-27,1,2013,25,2,585.98,421.91,164.08,56,97.66,77.29,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,86.78
10342,2013-01-27,1,2013,25,2,362.88,261.27,101.61,40,60.48,77.29,Mehmet-Tröja,Babywear,ABC,Sweden,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,24.32
10342,2013-01-27,1,2013,25,2,1800.96,1296.69,504.27,40,300.16,77.29,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,426.98
10343,2010-04-28,4,2010,44,2,1697.50,1466.64,230.86,50,0.00,60.85,WFS shoes,Ladies´Footwear,Austerlich,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,170.01
10343,2010-04-28,4,2010,44,2,48.51,39.92,8.59,4,2.31,60.85,Cap,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-52.26
10343,2010-04-28,4,2010,44,2,5862.30,5065.03,797.27,15,0.00,60.85,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,736.42
10344,2010-01-29,1,2010,89,2,727.30,628.39,98.91,35,0.00,22.69,Oyaki Kimono,Womens wear,Big L,USA,Elvis Presley,1993-09-14,1,"",President,80000,76.22
10344,2010-01-29,1,2010,89,2,1697.50,1222.68,474.82,70,339.50,22.69,Tuxedo,Womens wear,Dressed for Succes,USA,Elvis Presley,1993-09-14,1,"",President,80000,452.13
10345,2013-02-28,2,2013,63,2,1432.20,1237.42,194.78,70,0.00,68.67,Tuxedo,Womens wear,Dressed for Succes,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,126.11
